Edu_Level,Family_Status,Annual_Income,Kids_Count,Teens_Count,Last_Visit,Spent_Wines,Spent_Fruits,Spent_Meat,Spent_Fish,Spent_Sweets,Spent_Gold,Promo_Purchases,Web_Orders,Catalog_Orders,Store_Orders,Web_Visits,Campaign_1,Campaign_2,Campaign_3,Campaign_4,Campaign_5,Complaint_Flag,Contact_Cost,Total_Revenue,Next_Purchase,Reg_Days_Since,Age
4,4,-0.05140810391751328,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,3,11,0,0.009644319194809863,2.4031013627709217
2,3,-1.1484622218213152,1,0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,3,11,0,-0.8897100117299556,-1.2646269753496897
4,5,-0.594059420719641,1,1,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0,-1.1480880515536451,0.9026670426306715
4,5,0.4281232002255128,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,1.3263785606039968,0.6525946559406299
2,3,0.11429175496839755,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,3,11,0,0.7003086948773645,-1.3479844375797037
2,2,-0.8092412820574878,1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0.12889572219035886,-0.5977672775095785
2,5,0.7626278252202915,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,0.31274163514183023,-1.0979120508896618
4,2,1.3066940364531339,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,0.3375856774325696,0.569237193710616
3,3,1.1552610297435955,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,0.39224257047219624,0.7359521181706438
2,3,-0.6056143919038104,0,0,41,86,2,73,69,38,48,1,4,2,5,8,0,0,0,0,0,0,3,11,0,1.6692263442162,-1.0979120508896618
2,3,-1.4690144156243248,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,3,11,0,0.3028040182255345,-0.931197126429634
2,3,-1.2758813258317807,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,-0.631331971906266,-1.3479844375797037
4,5,0.2144741411876069,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,3,11,0,0.1438021475648025,-0.3476948908195368
2,4,1.1512521621899041,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,0.11895810527406311,-0.931197126429634
3,5,-0.5435162474446692,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,0.29783520976738664,0.4858797314806021
2,5,1.6481552257322594,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,0.6357141849214422,1.319454353780741
3,5,-0.8611600471400989,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,3,11,0,1.400910687476215,-0.18097996635950905
2,5,0.07864427583900449,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,1.4853804312647287,1.0693819670906994
2,4,0.6609912419472921,0,0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,1.4456299635995458,1.319454353780741
2,3,-0.6582406042017788,0,0,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,3,11,0,0.561182058049224,0.8193095804006577
2,5,-1.524038087929893,1,1,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,3,11,0,0.4170866127629356,0.7359521181706438
2,5,1.3031568003763474,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,1.1922207322340042,-0.5977672775095785
2,4,0.7030450486379763,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,-0.8748035863555119,-0.8478396641996202
4,3,-0.5353019992219095,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,-1.3418715814214122,0.8193095804006577
2,5,-0.3532129465135544,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,1.4953180481810244,1.402811816010755
2,3,0.34841748062858985,0,1,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,3,11,0,0.3773361450977526,0.06909242033053263
2,4,0.31540327724524897,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,3,11,0,0.49658754809330163,-0.8478396641996202
2,3,0.40328394244185634,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,3,11,0,0.23820950826961212,-0.2643374285895229
2,3,-0.08446160992392955,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,-1.585343195870658,1.402811816010755
0,5,-1.026702695533708,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,1,3,11,0,-0.2785465713777669,-0.5977672775095785
2,5,-0.46774079015528686,0,1,31,110,0,5,2,0,3,2,2,1,4,5,0,1,0,0,0,0,3,11,0,1.3561914113528841,-0.09762250412949515
2,3,-0.5790458187048361,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,3,11,0,-1.4164037082936303,1.319454353780741
4,4,-0.22371080348009229,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,3,11,0,1.1723454984014126,0.4858797314806021
2,3,-1.0957181016541206,1,0,97,28,34,62,11,14,44,3,4,0,4,9,0,0,0,0,0,0,3,11,0,0.6605582272121815,-1.2646269753496897
2,3,0.015563565802978194,1,0,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,3,11,0,-0.16923278529851363,-0.3476948908195368
3,4,-0.2368378795872778,1,1,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,-0.34810988979183716,-0.2643374285895229
2,3,0.6000328735573377,0,1,8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,3,11,0,0.8990610332032795,0.7359521181706438
0,3,1.7331667994443622,0,0,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,3,11,1,-1.5754055789543624,-0.931197126429634
3,3,1.120163787337258,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,0.5164627819258931,0.6525946559406299
2,2,0.4735177298776065,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,1.5052556650973203,1.236096891550727
3,4,-0.2496112320867847,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0,1.6195382596347214,-0.5144098152795646
4,4,-0.990858703288938,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,0.402180187388492,0.569237193710616
2,3,0.2191511533335802,0,1,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,3,11,0,-0.6909576734040406,-0.8478396641996202
3,4,0.6148106598336903,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,3,11,0,-0.790333842566998,-0.7644822019696063
4,4,0.7474177100901095,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0,-1.3369027729632643,-0.43105235304955075
3,3,-0.33933912056793614,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,3,11,0,0.47671231426071015,-1.0979120508896618
2,5,0.7070932188147432,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,3,11,0,-0.44748605895479465,-0.7644822019696063
2,5,-0.9378394647602155,1,0,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,3,11,0,-1.0785247331395749,-0.7644822019696063
2,3,0.8394251507096344,0,1,88,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,3,11,0,0.9388115008684625,-0.7644822019696063
2,3,-0.3691305088590937,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,-0.5567998450340479,-0.5144098152795646
0,5,-1.7666138775512976,1,0,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,3,11,0,1.7040080034232352,-1.3479844375797037
1,4,-1.4755386510548423,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,3,11,0,0.9934683939080892,-1.4313418998097174
2,5,-0.5979503804041062,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,-1.0238678400999481,-1.2646269753496897
2,3,0.7864845174270628,0,0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,-0.631331971906266,-0.014265041899481263
3,3,-0.3405968045063491,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0,-1.6052184297032495,-0.7644822019696063
4,3,-0.5504728117290161,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,-0.9990237978092088,0.06909242033053263
2,3,0.055377122978364265,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,1.2071271576084477,-0.5977672775095785
2,4,-1.1767994130586827,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,3,11,0,1.1325950307362296,1.236096891550727
4,3,-0.32597622872229814,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,3,11,0,-0.9592733301440258,0.9860245048606855
2,4,1.2821691996540807,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,3,11,0,-1.3567780067958557,-0.6811247397395924
4,3,1.168112987489253,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,3,11,0,-0.6859888649458926,-0.7644822019696063
2,3,-1.7666138775512976,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,3,11,0,0.9040298416614274,-1.5146993620397313
2,4,-1.6976377740539603,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,3,11,0,-0.8102090763995895,-1.6814142864997592
3,3,-0.545245562859987,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,3,11,0,-1.1779009023025322,-0.3476948908195368
2,4,1.1317973637675782,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,-0.8549283525229204,0.4025222692505882
0,2,-0.4219532342724391,1,1,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,3,11,0,-1.4561541759588132,0.4025222692505882
2,3,-0.3483394212522041,0,1,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,3,11,0,1.5599125581369468,-0.931197126429634
4,3,0.7417581323672511,0,1,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,3,11,0,0.7152151202518081,0.3191648070205743
3,5,-0.4984361387771788,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,-0.054950190761112516,1.4861692782407687
3,3,-0.7423089149600717,1,2,33,21,12,12,0,3,3,3,2,0,4,4,0,0,0,0,0,0,3,11,0,-1.7393762580732421,0.4858797314806021
2,4,1.0805074406541735,0,0,72,123,164,266,227,30,174,1,2,4,9,1,0,0,0,0,0,0,3,11,0,-1.754282683447686,-0.5977672775095785
2,2,-0.42490093100309456,0,1,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,3,11,0,0.7301215456262518,0.4025222692505882
0,3,0.39369410241145736,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,-0.9393980963114343,-0.09762250412949515
2,5,-0.8951961187234002,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,0.5959637172562591,0.3191648070205743
2,3,-0.5286598559221658,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,1.236940008357335,1.236096891550727
2,5,0.055573636093741295,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,-1.545592728205475,1.1527394293207132
2,3,0.09963187656127119,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,3,11,0,-1.5803743874125102,0.8193095804006577
3,4,-1.0050469502191595,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,-0.1990456360474009,-0.014265041899481263
2,4,0.47163120396998703,1,0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,3,11,0,-1.108337583888462,-1.6814142864997592
0,3,0.4109479539415605,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,3,11,0,-0.3083594221266541,0.4025222692505882
2,2,0.5825825089118576,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,3,11,0,-0.8151778848577375,0.23580734479056042
4,3,-0.6099376804421051,0,1,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,3,11,0,0.26802235901849936,1.236096891550727
4,3,-0.05647814229424063,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,0.4121178043047877,1.9029565893908382
2,6,0.23113845337157898,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,-0.8350531186903289,-0.5144098152795646
2,4,-0.9386255172217237,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0.11398929681591524,-1.0979120508896618
3,2,-1.6298800518719607,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,-1.5704367704962143,-1.6814142864997592
2,3,-1.1741661373126306,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,-0.5468622281177522,0.15244988256054653
0,4,-0.03812381731802612,1,1,49,5,1,9,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,-0.9244916709369907,0.4025222692505882
4,3,0.15214018099001334,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,0.4618058888862665,0.15244988256054653
2,3,-0.365868391143835,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,3,11,0,0.9239050754940189,0.9860245048606855
2,4,1.121421471275671,1,1,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,3,11,0,0.9089986501195753,0.8193095804006577
0,3,0.7264301093678428,0,1,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,3,11,0,-0.9592733301440258,-0.2643374285895229
4,3,0.8875708639770066,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,0.362429719723309,0.8193095804006577
1,5,-0.9927452291965574,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,-0.1791704022148094,-0.3476948908195368
4,4,0.09554440376142899,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,0.6506206102958858,-0.7644822019696063
2,4,1.0492618553092259,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,-1.431310133668074,0.15244988256054653
3,3,-0.7208103801378247,0,1,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0,0,0,0,3,11,0,-0.591581504241083,-0.18097996635950905
3,3,0.372352778081512,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,-0.07979423305185189,0.6525946559406299
4,4,0.6803281325003918,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,1,-0.5468622281177522,0.23580734479056042
2,4,-0.03812381731802612,1,1,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,-1.5952808127869538,0.9860245048606855
4,5,-0.4715531445936012,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,-1.0983999669721662,0.9860245048606855
4,3,-0.3948344243504091,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,-0.7654898002762587,-0.18097996635950905
4,6,1.0053215227109222,0,1,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,3,11,1,1.5052556650973203,1.0693819670906994
4,3,0.2694192082470242,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,-0.09470065842629552,0.4025222692505882
4,2,0.6769874095389823,0,2,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,0.24317831672776,0.06909242033053263
3,4,-1.2955719399925592,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,-0.3779227405407244,-1.4313418998097174
3,2,-1.6298800518719607,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,-1.5704367704962143,-1.6814142864997592
2,4,1.1170981827373763,0,0,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,3,11,0,-1.5207486859147357,1.4861692782407687
3,5,-0.9098952997536021,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,-0.29345299675221054,1.4861692782407687
1,5,-1.5471480302982317,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,-0.5717062704084915,1.402811816010755
4,6,1.162689225504847,0,0,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,3,11,0,-1.3369027729632643,1.7362416649308106
2,5,0.4726137695468722,0,1,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,3,11,0,-0.5170493773688649,-0.2643374285895229
2,5,-1.0281175899644226,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,3,11,0,0.8891234162869838,-0.2643374285895229
4,3,-0.44427712417926957,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,3,11,0,-1.0586494993069833,1.5695267404707827
2,2,-0.6761232977010884,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,-1.3915596660028908,0.9026670426306715
3,4,1.820811648902517,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,-1.103368775430314,0.7359521181706438
2,5,0.9287993155831072,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,-1.5754055789543624,0.569237193710616
2,3,-0.08906001682375203,1,1,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,3,11,0,-1.7393762580732421,-0.931197126429634
3,5,-0.9279352037452133,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,-1.2126825615095673,1.0693819670906994
2,5,1.3426166339440548,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,3,11,0,-0.2835153798359148,1.4861692782407687
0,3,0.722381939191076,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,-0.7158017156947799,-0.931197126429634
2,5,0.4070962968801707,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,1.554943749678799,0.7359521181706438
4,3,1.0996085154688209,0,1,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,1.4953180481810244,-0.5144098152795646
2,3,1.170235329135325,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,-0.989086180892913,0.4025222692505882
2,5,-1.3450146398214196,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,1.2120959660665955,-1.5146993620397313
2,5,-0.7015127922078005,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,3,11,1,0.9437803093266104,-0.18097996635950905
2,2,-0.8433166562638647,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0.39224257047219624,-0.5977672775095785
3,3,-0.8219753319339193,1,0,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,3,11,0,-0.38786035745702013,-0.931197126429634
3,3,0.7203382027911549,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0,-1.143119243095497,0.06909242033053263
2,5,0.025703642556432888,0,1,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,3,11,0,-0.31829703904294987,1.236096891550727
0,5,-1.38864055143512,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,3,11,0,0.8642793739962444,-0.7644822019696063
4,2,-0.13759875632187818,0,0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,3,11,1,0.7897472471240262,2.15302897608088
4,6,-0.07581503284734027,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,-1.0039926062673568,0.9026670426306715
0,3,-0.6407902395562985,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,0.11895810527406311,-1.3479844375797037
2,5,-0.7002158056463121,2,1,31,8,1,5,0,0,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,-0.9791485639766173,1.0693819670906994
4,4,-0.7252515765453456,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,-0.313328230584802,-1.6814142864997592
2,3,-0.05113298555598544,1,1,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,0.7052775033355124,-0.3476948908195368
3,3,0.2435580822634072,0,1,3,62,1,44,6,5,22,1,2,1,4,4,0,0,0,0,0,0,3,11,0,0.14877095602295037,0.569237193710616
3,4,0.7805498213426766,0,0,64,960,0,883,50,38,0,1,5,6,8,3,0,0,0,1,0,0,3,11,1,0.600932525714407,-0.5977672775095785
2,4,1.236774670001987,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,0.4121178043047877,-0.3476948908195368
4,2,-0.21317770049588353,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,-1.063618307765131,0.3191648070205743
4,5,-0.2176975021495552,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,-1.272308263007342,0.4025222692505882
2,3,1.0876998206769728,0,0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,-1.74434506653139,0.4858797314806021
4,4,0.10018211328432687,0,1,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,3,11,1,0.6059013341725549,1.0693819670906994
2,3,-0.4452596897561547,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,3,11,0,-0.591581504241083,0.06909242033053263
3,5,0.08465757716954157,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,0.004675510736661988,1.0693819670906994
2,5,0.5226853113449391,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,0.42702422967923137,1.1527394293207132
2,4,-0.07015545512448185,1,1,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,3,11,0,0.8692481824543923,0.8193095804006577
2,3,0.5893818627039028,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,1.6493511103836087,-0.43105235304955075
2,2,0.6915293800768825,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,3,11,0,0.7052775033355124,1.236096891550727
4,3,0.0339178907791927,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,-0.14935755146592214,1.4861692782407687
2,5,0.2164785749644526,0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,3,11,0,-0.1990456360474009,0.8193095804006577
3,3,-0.2002864401271504,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,3,11,0,-0.6263631634481182,0.7359521181706438
2,2,0.477054965954393,1,1,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,3,11,0,-1.7244698326987986,1.236096891550727
2,5,-0.20158342668863882,0,1,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0,3,11,0,-0.10960708380073914,0.9860245048606855
2,4,1.3355028591674063,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,3,11,1,-0.6661136311133011,0.6525946559406299
0,4,-0.5445774182677052,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,-0.32326584750109777,-0.7644822019696063
2,3,0.8039741846956184,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,3,11,0,-0.9692109470603215,0.9026670426306715
3,3,-0.7155831312687958,0,1,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,-1.272308263007342,0.8193095804006577
2,4,0.7773663088735687,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,1.117688605361786,1.402811816010755
2,5,0.8441021628556077,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,3,11,0,0.6456518018377378,-0.3476948908195368
2,5,-0.8951961187234002,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,0.5959637172562591,0.3191648070205743
2,3,-0.7085479617382981,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,0.044425978401844986,-0.43105235304955075
2,3,-1.0305543525950978,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,-0.36798512362442864,-0.3476948908195368
2,4,0.6369380366251438,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,1.6592887272999044,-1.5980568242697453
2,3,-0.22461476381082662,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,1.1624078814851169,1.236096891550727
2,5,-0.38764204432760985,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,3,11,1,1.2617840506480744,1.1527394293207132
0,4,-0.4241148785415864,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,3,11,0,1.2071271576084477,-0.5144098152795646
2,5,-1.0359388119564283,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,-1.143119243095497,0.9860245048606855
2,4,0.09251810178462273,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,3,11,0,1.6046318342602777,-0.014265041899481263
3,4,0.45288385276301846,0,1,93,928,63,254,0,12,12,4,5,4,10,4,0,1,0,0,0,0,3,11,0,1.0928445630710466,0.4025222692505882
2,3,-0.5145895168611706,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,-1.2524330291747505,-0.5977672775095785
0,4,1.2984011829842232,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,-1.7195010242406508,0.9026670426306715
3,5,-0.8602953894324399,1,0,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0.0643012122344365,-0.5977672775095785
4,3,0.9888930262654027,0,1,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,3,11,0,1.2617840506480744,1.402811816010755
3,3,-0.982526547196952,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,0.42702422967923137,1.4861692782407687
